,event_type,img_id,loc_left,loc_top,time
0,initial-positions,img_1,840px,435px,1634202045.13
1,initial-positions,img_2,560px,450px,1634202045.131
2,initial-positions,img_2F,50px,230px,1634202045.133
3,initial-positions,img_3,50px,10px,1634202045.134
4,initial-positions,img_3F,840px,250px,1634202045.135
5,initial-positions,img_4,50px,440px,1634202045.137
6,initial-positions,img_5,350px,230px,1634202045.138
7,initial-positions,img_5F,50px,640px,1634202045.14
8,initial-positions,img_6,835px,635px,1634202045.141
9,initial-positions,img_6F,855px,10px,1634202045.141
10,initial-positions,img_B1,560px,670px,1634202045.142
11,initial-positions,img_B2,575px,25px,1634202045.144
12,mouseout,img_3F,840px,250px,1634202045.145
13,mouseover,img_6F,855px,10px,1634202045.146
14,mouseout,img_6F,855px,10px,1634202045.296
15,mouseover,img_6F,855px,10px,1634202045.297
16,mouseout,img_6F,855px,10px,1634202045.311
17,mouseover,img_6F,855px,10px,1634202045.312
18,mouseout,img_6F,855px,10px,1634202045.359
19,mouseover,img_6F,855px,10px,1634202045.359
20,mouseout,img_6F,855px,10px,1634202045.409
21,mouseover,img_6F,855px,10px,1634202055.616
22,mouseout,img_6F,855px,10px,1634202055.733
23,mouseover,img_3F,840px,250px,1634202055.734
24,mouseout,img_3F,840px,250px,1634202055.749
25,mouseover,img_3F,840px,250px,1634202055.751
26,mouseout,img_3F,840px,250px,1634202055.833
27,mouseover,img_1,840px,435px,1634202055.834
28,mouseout,img_1,840px,435px,1634202055.85
29,mouseover,img_1,840px,435px,1634202055.851
30,mouseout,img_1,840px,435px,1634202055.883
31,mouseover,img_1,840px,435px,1634202055.884
32,mouseout,img_1,840px,435px,1634202055.899
33,mouseover,img_6,835px,635px,1634202055.916
34,mouseout,img_6,835px,635px,1634202055.933
35,mouseover,img_6,835px,635px,1634202056.249
36,mouseout,img_6,835px,635px,1634202056.366
37,mouseover,img_6,835px,635px,1634202060.679
38,mouseout,img_6,835px,635px,1634202060.712
39,mouseover,img_1,840px,435px,1634202060.714
40,mouseout,img_1,840px,435px,1634202060.729
41,mouseover,img_1,840px,435px,1634202060.73
42,mouseout,img_1,840px,435px,1634202060.745
43,mouseover,img_1,840px,435px,1634202060.746
44,mouseout,img_1,840px,435px,1634202060.761
45,mouseover,img_1,840px,435px,1634202060.762
46,mouseout,img_1,840px,435px,1634202060.778
47,mouseover,img_1,840px,435px,1634202060.779
48,mouseout,img_1,840px,435px,1634202060.795
49,mouseover,img_1,840px,435px,1634202060.796
50,mouseout,img_1,840px,435px,1634202060.811
51,mouseover,img_1,840px,435px,1634202060.812
52,mouseout,img_1,840px,435px,1634202060.828
53,mouseover,img_3F,840px,250px,1634202060.83
54,mouseout,img_3F,840px,250px,1634202060.928
55,mouseover,img_5,350px,230px,1634202060.945
56,mouseout,img_5,350px,230px,1634202060.962
57,mouseover,img_B2,575px,25px,1634202060.995
58,mouseout,img_B2,575px,25px,1634202061.128
59,mouseover,img_5,350px,230px,1634202061.178
60,mouseout,img_5,350px,230px,1634202061.211
61,mouseover,img_5,350px,230px,1634202061.213
62,mouseout,img_5,350px,230px,1634202061.228
63,mouseover,img_5,350px,230px,1634202061.229
64,mouseout,img_5,350px,230px,1634202061.244
65,mouseover,img_5,350px,230px,1634202061.578
66,mouseout,img_5,350px,230px,1634202061.611
67,mouseover,img_5,350px,230px,1634202061.661
68,mouseout,img_5,350px,230px,1634202061.794
69,mouseover,img_5,350px,230px,1634202061.795
70,mouseout,img_5,350px,230px,1634202061.827
71,mouseover,img_5,350px,230px,1634202061.829
72,mouseout,img_5,350px,230px,1634202061.844
73,mouseover,img_5,350px,230px,1634202061.845
74,mouseout,img_5,350px,230px,1634202061.894
75,mouseover,img_3,50px,10px,1634202061.927
76,mouseout,img_3,50px,10px,1634202061.96
77,mouseover,img_3,50px,10px,1634202061.961
78,mouseout,img_3,50px,10px,1634202061.994
79,mouseover,img_3,50px,10px,1634202061.994
80,mouseout,img_3,50px,10px,1634202062.01
81,mouseover,img_3,50px,10px,1634202062.011
82,mouseout,img_3,50px,10px,1634202062.027
83,mouseover,img_3,50px,10px,1634202062.028
84,mouseout,img_3,50px,10px,1634202062.043
85,mouseover,img_3,50px,10px,1634202062.044
86,mouseout,img_3,50px,10px,1634202062.078
87,mouseover,img_3,50px,10px,1634202062.08
88,mouseout,img_3,50px,10px,1634202062.094
89,mouseover,img_3,50px,10px,1634202062.095
90,mouseout,img_3,50px,10px,1634202062.343
91,mouseover,img_3,50px,10px,1634202062.344
92,mouseout,img_3,50px,10px,1634202062.36
93,mouseover,img_3,50px,10px,1634202062.361
94,mouseout,img_3,50px,10px,1634202062.376
95,mouseover,img_3,50px,10px,1634202062.377
96,mouseout,img_3,50px,10px,1634202063.143
97,mouseover,img_3,50px,10px,1634202063.144
98,mouseout,img_3,50px,10px,1634202064.309
99,mouseover,img_3,50px,10px,1634202064.31
100,mouseout,img_3,50px,10px,1634202064.341
101,mouseover,img_3,50px,10px,1634202064.342
102,mouseout,img_3,50px,10px,1634202064.375
103,mouseover,img_3,50px,10px,1634202064.375
104,mouseout,img_3,50px,10px,1634202064.808
105,mouseover,img_3,50px,10px,1634202064.81
106,mouseout,img_3,50px,10px,1634202064.841
107,mouseover,img_3,50px,10px,1634202064.841
108,mouseout,img_3,50px,10px,1634202065.124
109,mouseover,img_3,50px,10px,1634202065.126
110,mouseover,img_3,50px,10px,1634202065.325
111,mouseout,img_3,50px,10px,1634202065.324
112,mouseout,img_3,50px,10px,1634202065.892
113,mouseover,img_3,50px,10px,1634202065.894
114,mouseout,img_3,50px,10px,1634202066.457
115,mouseover,img_3,50px,10px,1634202066.458
116,mouseout,img_3,50px,10px,1634202067.205
117,mouseover,img_3,50px,10px,1634202067.206
118,mouseout,img_3,50px,10px,1634202067.889
119,mouseover,img_3,50px,10px,1634202067.89
120,mouseout,img_3,50px,10px,1634202068.122
121,mouseover,img_3,50px,10px,1634202068.123
122,mouseout,img_3,50px,10px,1634202068.966
123,mouseover,img_3,50px,10px,1634202068.967
124,mouseout,img_3,50px,10px,1634202069.52
125,mouseover,img_3,50px,10px,1634202069.529
126,mouseout,img_3,50px,10px,1634202070.17
127,mouseover,img_3,50px,10px,1634202070.175
128,mouseout,img_3,50px,10px,1634202071.668
129,mouseover,img_3,50px,10px,1634202071.67
130,mouseout,img_3,50px,10px,1634202071.685
131,mouseover,img_B2,575px,25px,1634202071.701
132,mouseout,img_B2,575px,25px,1634202072.051
133,mouseover,img_6F,855px,10px,1634202072.151
134,mouseout,img_6F,855px,10px,1634202072.168
135,mouseover,img_6F,855px,10px,1634202072.169
136,mouseout,img_6F,855px,10px,1634202072.451
137,mouseover,img_6F,855px,10px,1634202072.453
138,mouseover,img_6F,855px,10px,1634202072.503
139,mouseout,img_6F,855px,10px,1634202072.502
140,mouseout,img_6F,855px,10px,1634202072.534
141,mouseover,img_6F,855px,10px,1634202072.534
142,mouseout,img_6F,855px,10px,1634202072.55
143,mouseover,img_6F,855px,10px,1634202072.551
144,mouseover,img_6F,855px,10px,1634202072.567
145,mouseout,img_6F,855px,10px,1634202072.567
146,mouseout,img_6F,855px,10px,1634202072.604
147,mouseover,img_6F,855px,10px,1634202072.605
148,mouseout,img_6F,855px,10px,1634202072.617
149,mouseover,img_6F,855px,10px,1634202072.617
150,mouseout,img_6F,855px,10px,1634202072.7
151,mouseover,img_3F,840px,250px,1634202072.701
152,mouseout,img_3F,840px,250px,1634202088.069
153,mouseover,img_3F,840px,250px,1634202088.071
154,mouseout,img_3F,840px,250px,1634202088.319
155,mouseover,img_3F,840px,250px,1634202088.321
156,mouseover,img_3F,840px,250px,1634202089.265
157,mouseout,img_3F,840px,250px,1634202089.264
158,mouseout,img_3F,840px,250px,1634202089.518
159,mouseover,img_1,840px,435px,1634202089.551
160,mouseout,img_1,840px,435px,1634202089.667
161,mouseover,img_1,840px,435px,1634202089.668
162,mouseout,img_1,840px,435px,1634202089.801
163,mouseover,img_1,840px,435px,1634202089.803
164,mouseout,img_1,840px,435px,1634202089.951
165,mouseover,img_1,840px,435px,1634202089.952
166,mouseout,img_1,840px,435px,1634202089.984
167,mouseover,img_1,840px,435px,1634202089.986
168,mouseout,img_1,840px,435px,1634202090.217
169,mouseover,img_1,840px,435px,1634202090.218
170,mouseout,img_1,840px,435px,1634202090.301
171,mouseover,img_1,840px,435px,1634202090.302
172,mouseout,img_1,840px,435px,1634202090.551
173,mouseover,img_1,840px,435px,1634202090.552
174,mouseout,img_1,840px,435px,1634202090.717
175,mouseover,img_1,840px,435px,1634202090.719
176,mouseout,img_1,840px,435px,1634202090.95
177,mouseover,img_1,840px,435px,1634202090.952
178,mouseout,img_1,840px,435px,1634202091.099
179,mouseover,img_1,840px,435px,1634202091.102
180,mouseout,img_1,840px,435px,1634202096.365
181,mouseover,img_1,840px,435px,1634202096.367
182,mouseout,img_1,840px,435px,1634202096.495
183,mouseover,img_1,840px,435px,1634202096.496
184,mouseout,img_1,840px,435px,1634202096.655
185,mouseover,img_1,840px,435px,1634202096.657
186,mouseout,img_1,840px,435px,1634202096.728
187,mouseover,img_1,840px,435px,1634202096.729
188,mouseout,img_1,840px,435px,1634202096.794
189,mouseover,img_1,840px,435px,1634202096.796
190,mouseout,img_1,840px,435px,1634202096.828
191,mouseover,img_1,840px,435px,1634202096.829
192,mouseout,img_1,840px,435px,1634202096.844
193,mouseover,img_1,840px,435px,1634202096.845
194,mouseout,img_1,840px,435px,1634202096.894
195,mouseover,img_1,840px,435px,1634202096.894
196,mouseout,img_1,840px,435px,1634202096.91
197,mouseover,img_1,840px,435px,1634202096.911
198,mouseout,img_1,840px,435px,1634202096.944
199,mouseover,img_6,835px,635px,1634202096.96
200,mouseout,img_6,835px,635px,1634202097.027
201,mouseover,img_6,835px,635px,1634202097.028
202,mouseout,img_6,835px,635px,1634202097.06
203,mouseover,img_6,835px,635px,1634202097.061
204,mouseout,img_6,835px,635px,1634202097.094
205,mouseover,img_6,835px,635px,1634202097.095
206,mouseout,img_6,835px,635px,1634202097.177
207,mouseover,img_6,835px,635px,1634202097.178
208,mouseout,img_6,835px,635px,1634202097.244
209,mouseover,img_6,835px,635px,1634202097.245
210,mouseout,img_6,835px,635px,1634202097.327
211,mouseover,img_6,835px,635px,1634202097.328
212,mouseover,img_6,835px,635px,1634202097.345
213,mouseout,img_6,835px,635px,1634202097.344
214,mouseout,img_6,835px,635px,1634202097.627
215,mouseover,img_6,835px,635px,1634202097.628
216,mouseover,img_6,835px,635px,1634202097.645
217,mouseout,img_6,835px,635px,1634202097.643
218,mouseout,img_6,835px,635px,1634202097.66
219,mouseover,img_B1,560px,670px,1634202097.71
220,mouseout,img_B1,560px,670px,1634202097.76
221,mouseover,img_B1,560px,670px,1634202097.761
222,mouseout,img_B1,560px,670px,1634202097.777
223,mouseover,img_2,560px,450px,1634202097.827
224,mouseout,img_2,560px,450px,1634202097.86
225,mouseover,img_2,560px,450px,1634202097.861
226,mouseout,img_2,560px,450px,1634202097.876
227,mouseover,img_2,560px,450px,1634202097.878
228,mouseout,img_2,560px,450px,1634202097.909
229,mouseover,img_2,560px,450px,1634202097.91
230,mouseover,img_2,560px,450px,1634202097.927
231,mouseout,img_2,560px,450px,1634202097.926
232,mouseout,img_2,560px,450px,1634202097.943
233,mouseover,img_2,560px,450px,1634202097.944
234,mouseout,img_2,560px,450px,1634202098.026
235,mouseover,img_2,560px,450px,1634202098.027
236,mouseout,img_2,560px,450px,1634202098.043
237,mouseover,img_4,50px,440px,1634202098.06
238,mouseout,img_4,50px,440px,1634202098.476
239,mouseover,img_2,560px,450px,1634202098.478
240,mouseout,img_2,560px,450px,1634202098.493
241,mouseover,img_3F,840px,250px,1634202098.525
242,mouseout,img_3F,840px,250px,1634202099.042
243,mouseover,img_5,350px,230px,1634202099.059
244,mouseout,img_5,350px,230px,1634202099.092
245,mouseover,img_5,350px,230px,1634202099.094
246,mouseout,img_5,350px,230px,1634202099.158
247,mouseover,img_5,350px,230px,1634202099.159
248,mouseout,img_5,350px,230px,1634202099.175
249,mouseover,img_5,350px,230px,1634202099.175
250,mouseout,img_5,350px,230px,1634202099.191
251,mouseover,img_5,350px,230px,1634202099.192
252,mouseover,img_5,350px,230px,1634202099.275
253,mouseout,img_5,350px,230px,1634202099.275
254,mouseout,img_5,350px,230px,1634202099.308
255,mouseover,img_5,350px,230px,1634202099.31
256,mouseout,img_5,350px,230px,1634202099.325
257,mouseover,img_5,350px,230px,1634202099.327
258,mouseout,img_5,350px,230px,1634202099.358
259,mouseover,img_5,350px,230px,1634202099.36
260,mouseout,img_5,350px,230px,1634202099.492
261,mouseover,img_5,350px,230px,1634202099.493
262,mouseover,img_5,350px,230px,1634202099.693
263,mouseout,img_5,350px,230px,1634202099.692
264,mouseout,img_5,350px,230px,1634202099.758
265,mouseover,img_5,350px,230px,1634202099.76
266,mouseout,img_5,350px,230px,1634202100.283
267,mouseover,img_5,350px,230px,1634202100.285
268,mouseout,img_5,350px,230px,1634202100.391
269,mouseover,img_5,350px,230px,1634202100.392
270,mouseout,img_5,350px,230px,1634202100.474
271,mouseover,img_5,350px,230px,1634202100.476
272,mouseout,img_5,350px,230px,1634202100.89
273,mouseover,img_5,350px,230px,1634202100.892
274,mouseout,img_5,350px,230px,1634202100.924
275,mouseover,img_5,350px,230px,1634202100.925
276,mouseout,img_5,350px,230px,1634202100.94
277,mouseover,img_5,350px,230px,1634202100.941
278,mouseout,img_5,350px,230px,1634202101.457
279,mouseover,img_5,350px,230px,1634202101.458
280,mouseout,img_5,350px,230px,1634202101.523
281,mouseover,img_5,350px,230px,1634202101.525
282,mouseout,img_5,350px,230px,1634202101.723
283,mouseover,img_5,350px,230px,1634202101.724
284,mouseout,img_5,350px,230px,1634202101.74
285,mouseover,img_2,560px,450px,1634202101.84
286,mouseout,img_2,560px,450px,1634202101.856
287,mouseover,img_2,560px,450px,1634202101.858
288,mouseout,img_2,560px,450px,1634202101.873
289,mouseover,img_2,560px,450px,1634202101.875
290,mouseover,img_2,560px,450px,1634202102.423
291,mouseout,img_2,560px,450px,1634202102.422
292,mouseout,img_2,560px,450px,1634202102.522
293,mouseover,img_2,560px,450px,1634202102.523
294,mouseout,img_2,560px,450px,1634202102.588
295,mouseover,img_2,560px,450px,1634202102.589
296,mouseout,img_2,560px,450px,1634202103.021
297,mouseover,img_2,560px,450px,1634202103.022
298,mouseout,img_2,560px,450px,1634202103.322
299,mouseover,img_2,560px,450px,1634202103.323
300,mouseout,img_2,560px,450px,1634202103.338
301,mouseover,img_2,560px,450px,1634202103.34
302,mouseout,img_2,560px,450px,1634202104.088
303,mouseover,img_2,560px,450px,1634202104.089
304,mouseout,img_2,560px,450px,1634202104.487
305,mouseover,img_2,560px,450px,1634202104.489
306,mouseover,img_2,560px,450px,1634202105.038
307,mouseout,img_2,560px,450px,1634202105.037
308,mouseout,img_2,560px,450px,1634202105.603
309,mouseover,img_2,560px,450px,1634202105.605
310,mouseout,img_2,560px,450px,1634202105.62
311,mouseover,img_2,560px,450px,1634202105.621
312,mouseout,img_2,560px,450px,1634202105.636
313,mouseover,img_4,50px,440px,1634202105.653
314,mouseout,img_4,50px,440px,1634202105.736
315,mouseover,img_4,50px,440px,1634202105.737
316,mouseout,img_4,50px,440px,1634202105.752
317,mouseover,img_2,560px,450px,1634202106.186
318,mouseout,img_2,560px,450px,1634202106.202
319,mouseover,img_1,840px,435px,1634202106.204
320,mouseout,img_1,840px,435px,1634202106.302
321,mouseover,img_1,840px,435px,1634202106.304
322,mouseout,img_1,840px,435px,1634202106.452
323,mouseover,img_6,835px,635px,1634202106.454
324,mouseout,img_6,835px,635px,1634202106.502
325,mouseover,img_1,840px,435px,1634202109.244
326,mouseout,img_1,840px,435px,1634202109.252
327,mouseover,img_1,840px,435px,1634202109.253
328,mouseout,img_1,840px,435px,1634202109.365
329,mouseover,img_1,840px,435px,1634202109.367
330,mouseout,img_1,840px,435px,1634202109.399
331,mouseover,img_3F,840px,250px,1634202109.4
332,mouseout,img_3F,840px,250px,1634202109.415
333,mouseover,img_3F,840px,250px,1634202109.416
334,mouseout,img_3F,840px,250px,1634202109.532
335,mouseover,img_5,350px,230px,1634202109.548
336,mouseout,img_5,350px,230px,1634202109.565
337,mouseover,img_5,350px,230px,1634202109.566
338,mouseout,img_5,350px,230px,1634202109.599
339,mouseover,img_5,350px,230px,1634202109.6
340,mouseout,img_5,350px,230px,1634202109.615
341,mouseover,img_5,350px,230px,1634202109.616
342,mouseout,img_5,350px,230px,1634202109.682
343,mouseover,img_5,350px,230px,1634202109.682
344,mouseout,img_5,350px,230px,1634202109.715
345,mouseover,img_5,350px,230px,1634202109.716
346,mouseout,img_5,350px,230px,1634202109.765
347,mouseover,img_5,350px,230px,1634202109.767
348,mouseout,img_5,350px,230px,1634202109.832
349,mouseover,img_3,50px,10px,1634202109.932
350,mouseover,img_3,50px,10px,1634202109.966
351,mouseout,img_3,50px,10px,1634202109.965
352,mouseover,img_3,50px,10px,1634202110.166
353,mouseout,img_3,50px,10px,1634202110.165
354,mouseout,img_3,50px,10px,1634202110.182
355,mouseover,img_3,50px,10px,1634202110.182
356,mouseout,img_3,50px,10px,1634202110.214
357,mouseover,img_3,50px,10px,1634202110.215
358,mouseout,img_3,50px,10px,1634202110.231
359,mouseover,img_3,50px,10px,1634202110.232
360,mouseout,img_3,50px,10px,1634202110.853
361,mouseover,img_3,50px,10px,1634202110.855
362,mouseout,img_3,50px,10px,1634202110.864
363,mouseover,img_3,50px,10px,1634202110.866
364,mouseout,img_3,50px,10px,1634202110.881
365,mouseover,img_3,50px,10px,1634202110.883
366,mouseout,img_3,50px,10px,1634202110.897
367,mouseover,img_3,50px,10px,1634202110.898
368,mouseout,img_3,50px,10px,1634202110.914
369,mouseover,img_3,50px,10px,1634202110.914
370,mouseout,img_3,50px,10px,1634202110.93
371,mouseover,img_5,350px,230px,1634202110.964
372,mouseover,img_5,350px,230px,1634202110.981
373,mouseout,img_5,350px,230px,1634202110.98
374,mouseout,img_5,350px,230px,1634202110.997
375,mouseover,img_5,350px,230px,1634202110.997
376,mouseout,img_5,350px,230px,1634202111.047
377,mouseover,img_1,840px,435px,1634202111.064
378,mouseout,img_1,840px,435px,1634202111.08
379,mouseover,img_1,840px,435px,1634202111.082
380,mouseout,img_1,840px,435px,1634202111.147
381,mouseover,img_1,840px,435px,1634202111.147
382,mouseout,img_1,840px,435px,1634202112.323
383,mouseover,img_1,840px,435px,1634202112.325
384,mouseout,img_1,840px,435px,1634202112.446
385,mouseover,img_1,840px,435px,1634202112.448
386,mouseout,img_1,840px,435px,1634202112.696
387,mouseover,img_1,840px,435px,1634202112.698
388,mouseout,img_1,840px,435px,1634202112.713
389,mouseover,img_1,840px,435px,1634202112.715
390,mouseout,img_1,840px,435px,1634202114.161
391,mouseover,img_1,840px,435px,1634202114.162
392,mouseout,img_1,840px,435px,1634202114.178
393,mouseover,img_1,840px,435px,1634202114.179
394,mouseover,img_1,840px,435px,1634202115.11
395,mouseout,img_1,840px,435px,1634202115.11
396,mouseout,img_1,840px,435px,1634202115.394
397,mouseover,img_1,840px,435px,1634202115.395
398,mouseout,img_1,840px,435px,1634202115.927
399,mouseover,img_1,840px,435px,1634202115.928
400,mouseout,img_1,840px,435px,1634202116.126
401,mouseover,img_1,840px,435px,1634202116.128
402,mouseout,img_1,840px,435px,1634202117.658
403,mouseover,img_1,840px,435px,1634202117.66
404,mouseout,img_1,840px,435px,1634202117.741
405,mouseover,img_1,840px,435px,1634202117.743
406,mouseout,img_1,840px,435px,1634202118.94
407,mouseover,img_1,840px,435px,1634202118.942
408,mouseout,img_1,840px,435px,1634202118.963
409,mouseover,img_1,840px,435px,1634202118.965
410,mouseout,img_1,840px,435px,1634202119.412
411,mouseover,img_1,840px,435px,1634202119.413
412,mouseout,img_1,840px,435px,1634202119.656
413,mouseover,img_1,840px,435px,1634202119.658
414,mouseout,img_1,840px,435px,1634202119.922
415,mouseover,img_1,840px,435px,1634202119.924
416,mouseout,img_1,840px,435px,1634202120.568
417,mouseover,img_1,840px,435px,1634202120.57
418,mouseout,img_1,840px,435px,1634202121.504
419,mouseover,img_1,840px,435px,1634202121.509
420,mouseout,img_1,840px,435px,1634202122.075
421,mouseover,img_1,840px,435px,1634202122.077
422,mouseout,img_1,840px,435px,1634202122.537
423,mouseover,img_1,840px,435px,1634202122.538
424,mouseout,img_1,840px,435px,1634202122.995
425,mouseover,img_1,840px,435px,1634202122.997
426,mouseout,img_1,840px,435px,1634202123.074
427,mouseover,img_1,840px,435px,1634202123.075
428,mouseout,img_1,840px,435px,1634202123.244
429,mouseover,img_1,840px,435px,1634202123.245
430,mouseout,img_1,840px,435px,1634202126.45
431,mouseover,img_1,840px,435px,1634202126.451
432,mouseout,img_1,840px,435px,1634202126.466
433,mouseover,img_1,840px,435px,1634202126.468
434,mouseover,img_1,840px,435px,1634202126.517
435,mouseout,img_1,840px,435px,1634202126.516
436,mouseout,img_1,840px,435px,1634202126.549
437,mouseover,img_1,840px,435px,1634202126.55
438,mouseout,img_1,840px,435px,1634202126.633
439,mouseover,img_1,840px,435px,1634202126.634
440,mouseout,img_1,840px,435px,1634202131.606
441,mouseover,img_1,840px,435px,1634202131.608
442,mouseout,img_1,840px,435px,1634202131.711
443,mouseover,img_1,840px,435px,1634202134.292
444,mouseover,img_1,840px,435px,1634202134.344
445,mouseout,img_1,840px,435px,1634202134.342
446,mouseout,img_1,840px,435px,1634202134.376
447,mouseover,img_3F,840px,250px,1634202134.386
448,mouseout,img_3F,840px,250px,1634202134.408
449,mouseover,img_3F,840px,250px,1634202134.409
450,mouseout,img_3F,840px,250px,1634202134.875
451,mouseover,img_3F,840px,250px,1634202134.877
452,mouseout,img_3F,840px,250px,1634202134.892
453,mouseover,img_1,840px,435px,1634202134.908
454,mouseout,img_1,840px,435px,1634202134.925
455,mouseover,img_1,840px,435px,1634202134.926
456,mouseout,img_1,840px,435px,1634202134.958
457,mouseover,img_1,840px,435px,1634202134.959
458,mouseout,img_1,840px,435px,1634202135.108
459,mouseover,img_1,840px,435px,1634202135.11
460,mouseout,img_1,840px,435px,1634202172.523
461,mouseover,img_1,840px,435px,1634202172.525
462,mouseout,img_1,840px,435px,1634202172.556
463,mouseover,img_1,840px,435px,1634202172.557
464,mouseout,img_1,840px,435px,1634202172.622
465,mouseover,img_1,840px,435px,1634202172.623
466,mouseover,img_3F,840px,250px,1634202172.64
467,mouseout,img_1,840px,435px,1634202172.639
468,mouseout,img_3F,840px,250px,1634202172.655
469,mouseover,img_3F,840px,250px,1634202172.657
470,mouseout,img_3F,840px,250px,1634202172.705
471,mouseover,img_5,350px,230px,1634202172.722
472,mouseout,img_5,350px,230px,1634202172.739
473,mouseover,img_5,350px,230px,1634202172.739
474,mouseout,img_5,350px,230px,1634202172.772
475,mouseover,img_5,350px,230px,1634202172.773
476,mouseout,img_5,350px,230px,1634202172.789
477,mouseover,img_5,350px,230px,1634202172.789
478,mouseout,img_5,350px,230px,1634202172.805
479,mouseover,img_5,350px,230px,1634202172.806
480,mouseout,img_5,350px,230px,1634202172.822
481,mouseover,img_5,350px,230px,1634202172.822
482,mouseout,img_5,350px,230px,1634202173.338
483,mouseover,img_5,350px,230px,1634202173.34
484,mouseout,img_5,350px,230px,1634202173.354
485,mouseover,img_5,350px,230px,1634202173.355
486,mouseout,img_5,350px,230px,1634202173.455
487,mouseover,img_5,350px,230px,1634202173.456
488,mouseover,img_5,350px,230px,1634202173.473
489,mouseout,img_5,350px,230px,1634202173.472
490,mouseout,img_5,350px,230px,1634202173.488
491,mouseover,img_5,350px,230px,1634202173.49
492,mouseout,img_5,350px,230px,1634202173.505
493,mouseover,img_5,350px,230px,1634202173.506
494,mouseout,img_5,350px,230px,1634202173.588
495,mouseover,img_5,350px,230px,1634202173.588
496,mouseout,img_5,350px,230px,1634202173.671
497,mouseover,img_5,350px,230px,1634202173.673
498,mouseout,img_5,350px,230px,1634202173.738
499,mouseover,img_2F,50px,230px,1634202173.822
500,mouseout,img_2F,50px,230px,1634202174.138
501,mouseover,img_2F,50px,230px,1634202174.14
502,mouseout,img_2F,50px,230px,1634202174.288
503,mouseover,img_2F,50px,230px,1634202174.289
504,mouseout,img_2F,50px,230px,1634202174.321
505,mouseover,img_2F,50px,230px,1634202174.322
506,mouseout,img_2F,50px,230px,1634202175.603
507,mouseover,img_2F,50px,230px,1634202175.605
508,mouseout,img_2F,50px,230px,1634202176.985
509,mouseover,img_2F,50px,230px,1634202176.987
510,mouseover,img_2F,50px,230px,1634202179.085
511,mouseout,img_2F,50px,230px,1634202179.083
512,mouseout,img_2F,50px,230px,1634202179.166
513,mouseover,img_2F,50px,230px,1634202179.449
514,mouseout,img_2F,50px,230px,1634202179.583
515,mouseover,img_2F,50px,230px,1634202179.584
516,mouseout,img_2F,50px,230px,1634202179.925
517,mouseover,img_2F,50px,230px,1634202179.926
518,mouseout,img_2F,50px,230px,1634202181.131
519,mouseover,img_2F,50px,230px,1634202181.133
520,mouseout,img_2F,50px,230px,1634202181.198
521,mouseover,img_2F,50px,230px,1634202181.199
522,mouseout,img_2F,50px,230px,1634202181.281
523,mouseover,img_5,350px,230px,1634202181.581
524,mouseout,img_5,350px,230px,1634202186.193
525,mouseover,img_5,350px,230px,1634202186.195
526,mouseout,img_5,350px,230px,1634202186.242
527,mouseover,img_5,350px,230px,1634202186.243
528,mouseout,img_5,350px,230px,1634202186.259
529,mouseover,img_5,350px,230px,1634202186.26
530,mouseout,img_5,350px,230px,1634202186.276
531,mouseover,img_5,350px,230px,1634202186.276
532,mouseout,img_5,350px,230px,1634202186.292
533,mouseover,img_5,350px,230px,1634202186.293
534,mouseout,img_5,350px,230px,1634202186.309
535,mouseover,img_5,350px,230px,1634202186.309
536,mouseout,img_5,350px,230px,1634202186.326
537,mouseover,img_5,350px,230px,1634202186.326
538,mouseout,img_5,350px,230px,1634202186.342
539,mouseover,img_5,350px,230px,1634202186.343
540,mouseout,img_5,350px,230px,1634202186.359
541,mouseover,img_5,350px,230px,1634202186.36
542,mouseout,img_5,350px,230px,1634202189.59
543,mouseover,img_5,350px,230px,1634202189.591
544,mouseout,img_5,350px,230px,1634202189.607
545,mouseover,img_5,350px,230px,1634202189.608
546,mouseout,img_5,350px,230px,1634202189.623
547,mouseover,img_5,350px,230px,1634202189.625
548,mouseout,img_5,350px,230px,1634202189.64
549,mouseover,img_5,350px,230px,1634202189.641
550,mouseout,img_5,350px,230px,1634202189.672
551,mouseover,img_5,350px,230px,1634202189.673
552,mouseout,img_5,350px,230px,1634202189.722
553,mouseover,img_5,350px,230px,1634202189.723
554,mouseout,img_5,350px,230px,1634202189.756
555,mouseover,img_5,350px,230px,1634202189.756
556,mouseout,img_5,350px,230px,1634202189.806
557,mouseover,img_5,350px,230px,1634202189.807
558,mouseout,img_5,350px,230px,1634202189.956
559,mouseover,img_4,50px,440px,1634202190.156
560,mouseout,img_4,50px,440px,1634202190.208
561,mouseover,img_4,50px,440px,1634202190.209
562,mouseout,img_4,50px,440px,1634202194.435
563,mouseover,img_2,560px,450px,1634202194.502
564,mouseout,img_2,560px,450px,1634202194.519
565,mouseover,img_2,560px,450px,1634202194.52
566,mouseout,img_2,560px,450px,1634202194.551
567,mouseover,img_2,560px,450px,1634202194.552
568,mouseout,img_2,560px,450px,1634202194.618
569,mouseover,img_2,560px,450px,1634202194.619
570,mouseout,img_2,560px,450px,1634202194.685
571,mouseover,img_2,560px,450px,1634202194.686
572,mouseout,img_2,560px,450px,1634202194.701
573,mouseover,img_2,560px,450px,1634202194.702
574,mouseout,img_2,560px,450px,1634202194.935
575,mouseover,img_2,560px,450px,1634202194.936
576,mouseout,img_2,560px,450px,1634202195.218
